PropType,Taxkey,Address,CondoProject,District,Nbhd,Style,Extwall,Stories,Year_Built,Nr_of_rms,Fin_sqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price
Lg Apartment,3550151100,2047 N CAMBRIDGE AV,"33: 1-Br ,6: 2-Br ",3,6974,"Apartment: 33: 1-Br ,6: 2-Br  Units",,3,1966,0,32439,1,0,0,0,41715,2003-02,1725000
Commercial,2070020000,5150 N 32ND ST,,1,6420,Multi Story Warehouse,,2,1941,0,47385,1,0,0,0,61420,2003-02,220000
Commercial,3920740000,602 N BROADWAY ,,4,6460,Office Building - Class C,,4,1868,0,25966,1,0,0,0,7200,2003-02,2050000
Commercial,3680723000,1366 N 57TH ST,,10,6252,Service Building,,1,1920,0,1651,1,0,0,0,2731,2003-02,56000
Commercial,3480003000,3511 W LISBON AV,,15,6254,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1922,0,8580,1,0,0,0,7475,2003-02,69900
Commercial,4991243100,2383 S KINNICKINNIC AV,,14,6282,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1901,0,5680,1,0,0,0,4049,2003-02,240000
Commercial,4611429000,814 W HISTORIC MITCHELL ST,,12,6280,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1889,0,3018,1,0,0,0,3000,2003-02,50000
Commercial,2120648100,6931 W FOND DU LAC AV,,2,6218,"Store Building - Single tenant, 1 story",,1,1955,0,1170,1,0,0,0,4800,2003-02,38000
Commercial,5800674000,312A W PLAINFIELD AV,,13,6290,Tavern,,1.5,1928,0,1875,1,0,0,0,4800,2003-02,100000
Commercial,410061100,9301 W HEATHER AV,,9,6414,Trucking Terminal,,2,2000,0,14400,1,0,0,0,360111,2003-02,1800000
Commercial,1929996110,5350 N SHERMAN BL,,1,6420,Warehouse Building - 1 Story,,1,1965,0,64069,1,0,0,0,88601,2003-02,660000
Commercial,1820231100,11911 W SILVER SPRING RD,,5,6212,Warehouse Building - 1 Story,,1,1980,0,6000,1,0,0,0,139697,2003-02,875000
Commercial,6869979120,6146 S HOWELL AV,,13,6290,Auto Rental Agency,,1.5,1931,0,2176,1,0,0,0,21750,2003-03,199500
Commercial,1540011111,6122 N 76TH ST,,2,6214,Billboard,,0,0,0,0,1,0,0,0,85378,2003-03,275000
Commercial,1819957213,5601 N LOVERS LANE RD,,5,6475,Billboard,,0,0,0,0,1,0,0,0,101207,2003-03,3508200
Commercial,3560240120,2025 N SUMMIT AV,,3,6262,Office Building - Multi Story ( Ofc & Apt),,2,1909,0,32896,1,0,0,0,25929,2003-03,1275000
Commercial,1920336000,5235 N 35TH ST,,1,6232,"Store Bldg - Multi Story (Store & Apt, Store & O",,3,1929,0,11353,1,0,0,0,7200,2003-03,185000
Commercial,4611371000,1609 S 11TH ST,,12,6278,Triplex,,2,1882,0,1947,1,0,0,0,5400,2003-03,165000
Commercial,330332000,8922 W BROWN DEER RD,,9,6202,"Car Dealer, Truck Dealer",,1,1987,0,18139,1,0,0,0,132117,2003-04,1190000
Commercial,3611713100,601 W WELLS ST,,4,6460,Parking Lot,,0,0,0,0,1,0,0,0,36750,2003-04,5000000
Commercial,6879993100,6039 S HOWELL AV,,13,6290,Service Building,,1,1948,0,2123,1,0,0,0,37537,2003-04,400000
Commercial,2510126000,7526 W APPLETON AV,,2,6226,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1965,0,5600,1,0,0,0,4800,2003-04,150000
Commercial,3930581000,714 N MILWAUKEE ST,,4,6460,"Store Bldg - Multi Story (Store & Apt, Store & O",,3,1890,0,4800,1,0,0,0,2379,2003-04,340000
Commercial,2811005000,800 E CHAMBERS ST,,3,6238,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1905,0,4626,1,0,0,0,4375,2003-04,199000
Commercial,5479848000,3751 S CLEMENT AV,,14,6282,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1958,0,2610,1,0,0,0,5280,2003-04,160000
Commercial,4600824000,1401 W GREENFIELD AV,,12,6277,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1910,0,2184,1,0,0,0,3920,2003-04,68000
Commercial,5340410000,3162 S 27TH ST,,13,6286,"Store Building - Single tenant, 1 story",,1,1959,0,3819,1,0,0,0,4800,2003-04,221000
Commercial,3090383000,2910 W FOND DU LAC AV,,15,6242,Tavern,,1,1923,0,1722,1,0,0,0,3887,2003-04,45000
Commercial,3290601000,5531 W LISBON AV,,10,6250,Auto & Auto Body Repair,,1,1924,0,2877,1,0,0,0,4781,2003-05,100000
Commercial,1780473111,9134 W SILVER SPRING DR,,2,6212,Medical Clinic,,1,1963,0,9317,1,0,0,0,21650,2003-05,620000
Commercial,4660848000,2200 S AUSTIN ST,,14,6282,Multi Story Warehouse,,2,1952,0,4130,1,0,0,0,6000,2003-05,205000
Commercial,3611717000,728 N JAMES LOVELL ST,,4,6460,Office Building - Class B,,3,1911,0,45000,1,0,0,0,15000,2003-05,500000
Commercial,1820282000,12125 W SILVER SPRING RD,,5,6212,Office Building - Multi Story ( Ofc & Apt),,1,1969,0,4750,1,0,0,0,23522,2003-05,150000
Commercial,1829992113,5413 N LOVERS LANE RD,,5,6212,Sit Down Restaurant,,1,1967,0,5224,1,0,0,0,30992,2003-05,328000
Commercial,4960891000,1505 W ARTHUR AV,,12,6281,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1906,0,5054,1,0,0,0,3750,2003-05,85000
Commercial,5000104000,2650 S KINNICKINNIC AV,,14,6282,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1896,0,4103,1,0,0,0,3170,2003-05,104900
Commercial,4351003000,3311 W NATIONAL AV,,8,6274,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1936,0,3912,1,0,0,0,3912,2003-05,96000
Commercial,2480264000,4025 N 50TH ST,,7,6244,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1927,0,3860,1,0,0,0,5941,2003-05,57000
Commercial,3140039000,808 E CENTER ST,,3,6260,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1926,0,3600,1,0,0,0,3600,2003-05,155000
Commercial,4702207000,2079 S MUSKEGO AV,,8,6278,"Store Bldg - Multi Story (Store & Apt, Store & O",,1.5,1890,0,3386,1,0,0,0,6057,2003-05,90000
Commercial,4620628000,515 W HISTORIC MITCHELL ST,,12,6280,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1870,0,2808,1,0,0,0,3375,2003-05,45000
Commercial,3890301000,954 N 27TH ST,,4,6270,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1902,0,2318,1,0,0,0,1227,2003-05,20000
Commercial,3670642000,5010 W VLIET ST,,10,6252,"Store Building - Single tenant, 1 story",,1,1922,0,2177,1,0,0,0,3210,2003-05,100000
Commercial,4010959000,2812 W CLYBOURN ST,,4,6270,"Store Building - Single tenant, 1 story",,1,1927,0,1442,1,0,0,0,1620,2003-05,40000
Commercial,2270401100,5835 W HAMPTON AV,,7,6418,Svc Station w Conv and Carwash,,1,1976,0,625,1,0,0,0,19635,2003-05,230000
Commercial,1780480110,9114 W SILVER SPRING DR,,2,6418,Svs Station w Conv Store,,1,2003,0,2737,1,0,0,0,16000,2003-05,230000
Commercial,839997113,6011 W BRADLEY RD,,9,6418,Svs Station w Conv Store,,1,1969,0,2146,1,0,0,0,22500,2003-05,1000000
Commercial,2920421000,7605 W LISBON AV,,5,6418,Svs Station w Conv Store,,1,2003,0,2069,1,0,0,0,17395,2003-05,200000
Commercial,2659982200,3501 N 60TH ST,,10,6418,Svs Station w Conv Store,,1,1964,0,1086,1,0,0,0,10903,2003-05,675000
Commercial,2310812000,4416 N 27TH ST,,1,6234,Tavern,,2,1928,0,5208,1,0,0,0,4048,2003-05,70000
Commercial,5390705100,3143 S CLEMENT AV,,14,6282,Tavern,,1,1929,0,3074,1,0,0,0,4047,2003-05,165000
Commercial,4961091000,2565 S 13TH ST,,12,6281,Tavern,,1,1904,0,1343,1,0,0,0,2700,2003-05,65000
Commercial,710041000,8700 W BRADLEY RD,,9,6420,Warehouse Building - 1 Story,,1,1988,0,49846,1,0,0,0,91781,2003-05,1662500
Commercial,2749975111,3866 N FRATNEY ST,,6,6420,Warehouse Building - 1 Story,,1,1960,0,14076,1,0,0,0,63510,2003-05,725000
Residential,5330310000,3350 W RUSKIN ST,,11,4400,Cape Cod,Brick,1,1950,0,1149,1,3,1,0,4800,2003-06,75000
Condominium,3561220000,2011 N PROSPECT AV,LANTERNE COURT,3,5915,APARTMENT,,1,1918,5,1007,1,2,1,0,0,2003-06,157000
Lg Apartment,50139100,7607 W GLENBROOK RD,40: 3-Br ,9,6970,Apartment: 40: 3-Br  Units,,2,1990,0,48840,1,0,0,0,0,2003-06,2901900
Commercial,2310113000,4360 N 27TH ST,,1,6234,Billboard,,0,0,0,0,1,0,0,0,6100,2003-06,90000
Commercial,1920384000,5244 N 35TH ST,,1,6232,Day Care Center,,1,1947,0,1680,1,0,0,0,3720,2003-06,73000
Commercial,3150010000,2943 N OAKLAND AV,,3,6262,Residence With Commercial Usage,,2,1910,0,2380,1,0,0,0,3600,2003-06,220000
Commercial,4360144000,3800 W NATIONAL AV,,8,6274,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1926,0,7140,1,0,0,0,7000,2003-06,193000
Commercial,4690201000,1629 W BECHER ST,,12,6278,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1910,0,6088,1,0,0,0,6133,2003-06,148000
Commercial,5360918000,3458 S 13TH ST,,14,6284,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1929,0,5640,1,0,0,0,5124,2003-06,252000
Commercial,3879995000,971 N 37TH ST,,15,6270,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1890,0,3160,1,0,0,0,3600,2003-06,53000
Commercial,4601701000,1704 S PEARL ST,,8,6278,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1903,0,3028,1,0,0,0,2700,2003-06,50000
Commercial,820052000,7906 N 76TH ST,,9,6206,"Store Building - Single tenant, 1 story",,1,1985,0,9624,1,0,0,0,30546,2003-06,555000
Commercial,2101001000,5110 W HAMPTON AV,,1,6418,Svc Station w Conv and Carwash,,1,1948,0,1380,1,0,0,0,15294,2003-06,375000
Commercial,1180273000,6829 N 76TH ST,,9,6418,Svs Station w Conv Store,,1,1987,0,1248,1,0,0,0,24182,2003-06,600000
Commercial,2260999100,6003 W FOND DU LAC AV,,2,6418,Svs Station w Conv Store,,1,1980,0,1046,1,0,0,0,29989,2003-06,550000
Vacant Land,1529976212,8800 W KAUL AV,,2,6212,Commercial Land,,0,0,0,0,1,0,0,0,9300,2003-06,14000
Vacant Land,4690620000,1404 W WINDLAKE AV,,12,6278,Commercial Land,,0,0,0,0,1,0,0,0,3660,2003-06,3000
Lg Apartment,3591161100,1651 N FARWELL AV,"10: 1-Br ,20: 1-Br ",3,6974,"Apartment: 10: 1-Br ,20: 1-Br  Units",,4,0,0,22174,1,0,0,0,11950,2003-07,1550000
Commercial,2870905100,4259 W FOND DU LAC AV,,7,6242,Billboard,,0,0,0,0,1,0,0,0,14660,2003-07,160000
Commercial,5340404100,3120 S 27TH ST,,13,6286,Medical Clinic,,2,1948,0,14622,1,0,0,0,9600,2003-07,1200000
Commercial,420141000,8919 W HEATHER AV,,9,6202,Office Building - 1 Story,,1,2005,0,10589,1,0,0,0,108900,2003-07,115000
Commercial,4703804000,2205 S MUSKEGO AV,,8,6278,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1921,0,10694,1,0,0,0,5170,2003-07,180000
Commercial,2920462000,7700 W BURLEIGH ST,,5,6226,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1953,0,7232,1,0,0,0,5564,2003-07,287000
Commercial,4590750000,1827 S 25TH ST,,8,6278,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1911,0,3264,1,0,0,0,4700,2003-07,46000
Commercial,4960639000,1563 W LINCOLN AV,,12,6281,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1907,0,3114,1,0,0,0,3600,2003-07,85500
Commercial,700071000,8377 N 76TH ST,,9,6206,"Store Building - Single tenant, 1 story",,1,1994,0,1712,1,0,0,0,15002,2003-07,225000
Commercial,6441721100,5252 S 27TH ST,,13,6286,Strip Shopping Center,,1,1987,0,11098,1,0,0,0,30144,2003-07,1050000
Commercial,3490101100,3033 W LISBON AV,,15,6418,Svs Station w Conv Store,,1,1930,0,2522,1,0,0,0,19547,2003-07,725000
Commercial,4621111100,536 W LAPHAM BL,,12,6418,Svs Station w Conv Store,,1,1968,0,2337,1,0,0,0,18019,2003-07,206000
Commercial,6239653100,5072 S 27TH ST,,13,6418,Svs Station w Conv Store,,1,1958,0,1326,1,0,0,0,14400,2003-07,330000
Commercial,2860770110,3130 N 31ST ST,,7,6242,Warehouse Building - 1 Story,,2,1970,0,11668,1,0,0,0,24667,2003-07,80000
Commercial,3251211000,2000 W NORTH AV,,15,6256,Warehouse Building - 1 Story,,1,1900,0,6224,1,0,0,0,7410,2003-07,40000
Residential,2090099100,4826 N 51ST BL,,1,1150,Cape Cod,Aluminum / Vinyl,1,1947,0,994,1,3,1,0,4200,2003-08,22000
Lg Apartment,1519959100,9510 W FOND DU LAC AV,"20: 2-Br ,2: 3-Br ",2,6970,"Apartment: 20: 2-Br ,2: 3-Br  Units",,2,1973,0,0,1,0,0,0,0,2003-08,900000
Lg Apartment,3910205000,827 N 11TH ST,1: 2-Br ,4,6977,Apartment: 1: 2-Br  Units,,2,1940,0,14787,1,0,0,0,9215,2003-08,325000
Commercial,3299996100,5330 W LISBON AV,,10,6250,Church,,2,1936,0,16151,1,0,0,0,33756,2003-08,500000
Commercial,4600850000,1513 W GREENFIELD AV,,12,6277,Cottage,,1,1888,0,669,1,0,0,0,4200,2003-08,28000
Commercial,4280223100,191 S 2ND ST,,12,6275,Multi Story Warehouse,,3,1903,0,16800,1,0,0,0,8400,2003-08,350000
Commercial,3560164110,2115 E WOODSTOCK PL,,3,6449,Nursing Home,,4,1970,0,75945,1,0,0,0,39300,2003-08,4900000
Commercial,4670009110,2067 S 1ST ST,,14,6282,Office Building - 1 Story,,1,1964,0,640,1,0,0,0,15312,2003-08,189000
Commercial,3921150100,200 N JEFFERSON ST,,4,6296,Office Building - Class B,,2,1967,0,12612,1,0,0,0,12000,2003-08,825000
Commercial,5492021000,3747 S HOWELL AV,,13,6282,Office Building - Multi Story ( Ofc & Apt),,1.5,1923,0,1967,1,0,0,0,5014,2003-08,159000
Commercial,5811101100,4200 S HOWELL AV,,13,6290,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1962,0,6192,1,0,0,0,8450,2003-08,282000
Commercial,4310709000,736 S 3RD ST,,12,6275,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1900,0,3594,1,0,0,0,3500,2003-08,125000
Commercial,3470216000,4518 W LISBON AV,,15,6254,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1884,0,3216,1,0,0,0,7200,2003-08,40000
Commercial,3480340000,3600 W LISBON AV,,15,6254,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1907,0,3138,1,0,0,0,4841,2003-08,32000
Commercial,4950315000,2916 W FOREST HOME AV,,8,6283,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1916,0,2778,1,0,0,0,2520,2003-08,137500
Commercial,3140401000,633 E LOCUST ST,,6,6260,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1890,0,2688,1,0,0,0,2250,2003-08,100000
Commercial,3661761000,3922 W VLIET ST,,15,6254,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1927,0,1920,1,0,0,0,3625,2003-08,38000
Commercial,4341514000,2210 W NATIONAL AV,,8,6277,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1902,0,1688,1,0,0,0,2236,2003-08,30000
Commercial,6449900100,5470 S 27TH ST,,13,6286,"Store Building - Single tenant, 1 story",,1,1995,0,1712,1,0,0,0,16900,2003-08,414375
Commercial,3680605000,5911 W VLIET ST,,10,6252,"Store Building - Single tenant, 1 story",,1,1949,0,885,1,0,0,0,7567,2003-08,87500
Commercial,5049987113,2826 S KINNICKINNIC AV,,14,6455,Super Market,,1,1959,0,24722,1,0,0,0,85334,2003-08,900000
Commercial,4360311000,3733 W NATIONAL AV,,8,6274,Tavern,,2,1931,0,3995,1,0,0,0,4469,2003-08,160000
Commercial,4909855100,2626 S 68TH ST,,11,6288,Tavern,,1.5,1927,0,2082,1,0,0,0,4725,2003-08,97500
Commercial,3090001110,3330 W FOND DU LAC AV,,7,6242,Warehouse Building - 1 Story,,1,1976,0,532,1,0,0,0,170864,2003-08,100000
Condominium,3561075111,1830 E KANE PL,HATHAWAY,3,5860,HI-RISE,,1,1931,4,1328,1,2,2,0,0,2003-09,257700
Commercial,3540060000,413 E NORTH AV,,6,6266,Day Care Center,,1,1895,0,4800,1,0,0,0,5280,2003-09,50000
Commercial,30091000,9220 N 107TH ST,,9,6202,Office Building - 1 Story,,1,1981,0,12960,1,0,0,0,54886,2003-09,425000
Commercial,30171000,9400 N 107TH ST,,9,6202,Office Building - 1 Story,,1,1973,0,12960,1,0,0,0,178160,2003-09,425000
Commercial,3840185000,6300 W BLUE MOUND RD,,10,6272,Office Building - Multi Story ( Ofc & Apt),,2,1954,0,6550,1,0,0,0,7167,2003-09,256000
Commercial,4199994100,689 S 72ND ST,,10,6272,Salvage Yard,,2,1951,0,6429,1,0,0,0,136958,2003-09,155000
Commercial,3051330000,6016 W LISBON AV,,10,6250,Sit Down Restaurant,,1,1984,0,1900,1,0,0,0,16905,2003-09,199000
Commercial,2780047000,3116 N DOWNER AV,,3,6262,"Store Bldg - Multi Story (Store & Apt, Store & O",,3,1909,0,8090,1,0,0,0,4800,2003-09,760000
Commercial,4310146000,508 W WASHINGTON ST,,12,6275,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1887,0,5472,1,0,0,0,4200,2003-09,250000
Commercial,5050904000,2663 S HOWELL AV,,14,6282,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1912,0,4396,1,0,0,0,3750,2003-09,186000
Commercial,2670686100,4313 W FOND DU LAC AV,,7,6244,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1930,0,4180,1,0,0,0,9600,2003-09,133400
Commercial,4701008000,2206 S MUSKEGO AV,,8,6278,"Store Bldg - Multi Story (Store & Apt, Store & O",,1,1895,0,2020,1,0,0,0,6966,2003-09,80000
Commercial,4341514000,2210 W NATIONAL AV,,8,6277,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1902,0,1688,1,0,0,0,2236,2003-09,35000
Commercial,5810619000,4270 S HOWELL AV,,13,6290,"Store Building - Single tenant, 1 story",,1,1968,0,3024,1,0,0,0,8906,2003-09,251500
Commercial,4611515000,616 W HISTORIC MITCHELL ST,,12,6280,"Store Building - Single tenant, 1 story",,1,1937,0,2640,1,0,0,0,2640,2003-09,30000
Commercial,2510191000,7324 W CAPITOL DR,,2,6226,Strip Shopping Center,,1,2000,0,4342,1,0,0,0,19400,2003-09,725000
Commercial,2520330110,8210 W CAPITOL DR,,5,6418,Svs Station w Conv Store,,1,1969,0,2528,1,0,0,0,21568,2003-09,610800
Commercial,1549983100,6366 N 76TH ST,,2,6418,Svs Station w Conv Store,,1,1976,0,609,1,0,0,0,25600,2003-09,517700
Commercial,5940477100,4330 S HOWELL AV,,13,6290,Warehouse Building - 1 Story,,1,1938,0,13362,1,0,0,0,13662,2003-09,290000
Commercial,4000952000,418 N 27TH ST,,4,6270,Warehouse Building - 1 Story,,1,1951,0,3335,1,0,0,0,36281,2003-09,305000
Commercial,2700314000,2205 W CAPITOL DR,,6,6234,Warehouse Building - 1 Story,,1,1982,0,3025,1,0,0,0,11515,2003-09,320000
Commercial,1060111000,7334 W GOOD HOPE RD,,9,6432,Warehouse Building - 1 Story,,0,1990,0,0,1,0,0,0,51083,2003-09,950000
Vacant Land,2920902000,3487 N 76TH ST,,5,6226,Commercial Land,,0,0,0,0,1,0,0,0,4956,2003-09,19000
Vacant Land,4620626000,507 W HISTORIC MITCHELL ST,,12,6280,Commercial Land,,0,0,0,0,1,0,0,0,3163,2003-09,6500
Commercial,2630837110,8332 W LISBON AV,,5,6226,Auto & Auto Body Repair,,1,1965,0,1292,1,0,0,0,8280,2003-10,75000
Commercial,1360031000,6613 N TEUTONIA AV,,1,6216,Billboard,,0,0,0,0,1,0,0,0,9833,2003-10,110000
Commercial,2510117000,7484 W APPLETON AV,,2,6226,Cottage,,1,1946,0,861,1,0,0,0,7200,2003-10,140000
Commercial,4660853000,230 E LINCOLN AV,,14,6282,Multi Story Warehouse,,2,1948,0,4560,1,0,0,0,5246,2003-10,65000
Commercial,5360584000,3436 S 13TH ST,,14,6284,Office Building - 1 Story,,1,1950,0,1222,1,0,0,0,4392,2003-10,99600
Commercial,2240419100,4701 N 76TH ST,,5,6226,Office Building - Multi Story ( Ofc & Apt),,2,1964,0,10542,1,0,0,0,9794,2003-10,150000
Commercial,3540813000,1030 E BRADY ST,,3,6264,Residence With Commercial Usage,,2,1890,0,1741,1,0,0,0,2500,2003-10,135000
Commercial,4670103100,138 E BECHER ST,,14,6420,Salvage Yard,,1,0,0,1,1,0,0,0,95832,2003-10,125000
Commercial,4670103100,138 E BECHER ST,,14,6420,Salvage Yard,,1,0,0,1,1,0,0,0,95832,2003-10,129000
Commercial,4350405000,3415 W NATIONAL AV,,8,6274,Sit Down Restaurant,,2,1909,0,2969,1,0,0,0,4020,2003-10,100000
Commercial,3290249110,5508 W NORTH AV,,10,6252,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1928,0,37286,1,0,0,0,18240,2003-10,280000
Commercial,4311049000,425 W NATIONAL AV,,12,6275,"Store Bldg - Multi Story (Store & Apt, Store & O",,3,1885,0,19783,1,0,0,0,6550,2003-10,240000
Commercial,4611432000,832 W HISTORIC MITCHELL ST,,12,6280,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1958,0,14400,1,0,0,0,7200,2003-10,460000
Commercial,5000103000,2654 S KINNICKINNIC AV,,14,6282,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1907,0,5902,1,0,0,0,7246,2003-10,150000
Commercial,3061401000,5128 W CENTER ST,,10,6250,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1927,0,4470,1,0,0,0,4560,2003-10,84000
Commercial,5041017000,2737 S KINNICKINNIC AV,,14,6282,"Store Building - Single tenant, 1 story",,1,1928,0,5595,1,0,0,0,8884,2003-10,195000
Commercial,3501391100,2624 W LISBON AV,,15,6418,Svs Station w Conv Store,,1,1985,0,898,1,0,0,0,17518,2003-10,600000
Commercial,3080011000,3043 N 35TH ST,,7,6242,Tavern,,2,1909,0,3086,1,0,0,0,5040,2003-10,53000
Commercial,3460142100,5901 W NORTH AV,,10,6252,Used Car Sale,,1,1960,0,713,1,0,0,0,3950,2003-10,66000
Lg Apartment,2459989000,2330 W ROOSEVELT DR,51: 1-Br ,1,6975,Apartment: 51: 1-Br  Units,,3,1929,0,44652,1,0,0,0,0,2003-11,900000
Lg Apartment,1860551100,5230 N 91ST ST,60: 2-Br ,2,6967,Apartment: 60: 2-Br  Units,,2,1974,0,68340,1,0,0,0,0,2003-11,2875000
Lg Apartment,5340016100,3325 S 26TH ST,"18: 1-Br ,7: 2-Br ",13,6980,"Apartment: 18: 1-Br ,7: 2-Br  Units",,2,1966,0,20600,1,0,0,0,30000,2003-11,1170000
Commercial,4620232000,1438 S 6TH ST,,12,6277,Auto & Auto Body Repair,,1.5,1900,0,7591,1,0,0,0,6350,2003-11,88800
Commercial,2870012000,4037 W FOND DU LAC AV,,7,6242,Auto & Auto Body Repair,,1,1966,0,1376,1,0,0,0,9854,2003-11,80000
Commercial,1829997110,11715 W SILVER SPRING RD,,5,6212,Billboard,,0,0,0,0,1,0,0,0,361112,2003-11,1125000
Commercial,1701002000,5630 N TEUTONIA AV,,1,6432,Car Wash,,1,1970,0,2769,1,0,0,0,22335,2003-11,300000
Commercial,4600123110,1937 S 13TH ST,,12,6278,Parking Lot,,0,0,0,0,1,0,0,0,21000,2003-11,95000
Commercial,5800219000,4125 S HOWELL AV,,13,6290,Sit Down Restaurant,,1,1954,0,1605,1,0,0,0,15840,2003-11,145000
Commercial,4992029000,2534 S KINNICKINNIC AV,,14,6282,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1928,0,24870,1,0,0,0,11666,2003-11,550000
Commercial,4581503000,3127 W GREENFIELD AV,,8,6274,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1930,0,6953,1,0,0,0,5840,2003-11,218000
Commercial,4690707000,1528 W BECHER ST,,12,6278,"Store Bldg - Multi Story (Store & Apt, Store & O",,1,1910,0,5031,1,0,0,0,5760,2003-11,103000
Commercial,4960861000,1561 W WINDLAKE AV,,12,6281,"Store Bldg - Multi Story (Store & Apt, Store & O",,2,1905,0,2720,1,0,0,0,3500,2003-11,78000
Commercial,2480274110,4038 N 51ST BL,,7,6244,"Store Building - Single tenant, 1 story",,1,1962,0,2661,1,0,0,0,10500,2003-11,77500
Commercial,5350643000,3147 S 16TH ST,,13,6284,"Store Building - Single tenant, 1 story",,1,1900,0,1728,1,0,0,0,4500,2003-11,100000
